ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
677,Tata Safari Storme VX Varicor 400,Jaipur,2017,37000,Diesel,Manual,First,14.1 kmpl,2179 CC,154 bhp,,11.25
678,Honda City i DTEC SV,Ahmedabad,2014,75000,Diesel,Manual,First,26.0 kmpl,1498 CC,,5,6
679,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,11.94
680,Honda Accord 2.4 MT,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5,5.75
681,Toyota Innova Crysta 2.8 GX AT,Kochi,,14165,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,19.64
682,Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,30453,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,8.45
683,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,Diesel,Manual,,21.43 kmpl,1364 CC,86.79 bhp,5,6.5
684,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,42000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,24.95
685,Toyota Qualis FS B3,Bangalore,2002,63000,Diesel,Manual,Third,13.1 kmpl,2446 CC,75 bhp,10,3.65
686,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,17.92
687,Maruti Swift Dzire VDI,Coimbatore,2014,67557,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,5.17
688,Hyundai Grand i10 1.2 Kappa Magna,Pune,,45252,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,2.25
689,Maruti Estilo LXI,Chennai,2008,56000,Petrol,Manual,Second,19.5 kmpl,1061 CC,null bhp,,1.5
690,Maruti Swift VDI BSIV,Delhi,2015,60095,Diesel,Manual,First,25.2 kmpl,1248 CC,,5,4.75
691,BMW 3 Series 320d,Hyderabad,,80000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,14.2
692,Maruti Wagon R LXI BS IV,Mumbai,,70000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,2.1
693,Audi A4 2.0 TDI,Bangalore,2014,37600,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5,22.5
694,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,35358,Diesel,Automatic,First,11.36 kmpl,2755 CC,,7,22.99
695,Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,Diesel,Manual,First,20.86 kmpl,1199 CC,73.9 bhp,5,2.51
696,Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,Manual,First,19.1 kmpl,1197 CC,,5,3.99
697,Ford EcoSport 1.5 TDCi Trend,Delhi,2016,,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,7.25
698,Hyundai i20 Sportz Petrol,Mumbai,2010,73000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,2.75
699,Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Diesel,Manual,,17.8 kmpl,1399 CC,67 bhp,5,4.45
700,Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,2015,71826,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,15.5
701,Mahindra Xylo E8,Hyderabad,2009,90764,Diesel,Manual,First,14.0 kmpl,0CC,112 bhp,8,3.85
702,Toyota Etios Liva GD,Delhi,2014,63000,Diesel,Manual,,23.59 kmpl,1364 CC,67.04 bhp,5,4.35
703,Hyundai Accent GLE,Delhi,2012,,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,2.45
704,Toyota Fortuner 3.0 Diesel,Bangalore,2014,171000,Diesel,Manual,First,11.5 kmpl,2982 CC,,7,16.75
705,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,5,4.7
706,Hyundai Creta 1.6 VTVT S,Pune,2016,,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,12.5
707,Land Rover Freelander 2 HSE,Hyderabad,2012,,Diesel,Automatic,First,12.35 kmpl,2179 CC,187.74 bhp,5,18.98
708,Tata Hexa XTA,Jaipur,2016,,Diesel,Automatic,First,17.6 kmpl,2179 CC,153.86 bhp,7,13.5
709,Maruti Swift Ldi BSIII,Bangalore,2008,100000,Diesel,Manual,Second,,1248 CC,75 bhp,5,3
710,Mahindra XUV500 W9 AT,Coimbatore,2019,19654,Diesel,Automatic,,14.0 kmpl,2179 CC,155 bhp,7,17.63
711,Toyota Camry A/T,Mumbai,2008,80000,Petrol,Automatic,Second,12.1 kmpl,2362 CC,164.7 bhp,5,3.43
712,Honda Brio EX MT,Kolkata,2014,50000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,2.5
713,Honda City ZX GXi,Pune,2008,119000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5,2.25
714,Maruti S Cross DDiS 320 Alpha,Delhi,2015,,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,7.65
715,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,70000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,18
716,Renault Duster Petrol RxL,Mumbai,2014,71300,,Manual,First,13.06 kmpl,1598 CC,102.53 bhp,5,4.25
717,Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,Diesel,Automatic,First,12.62 kmpl,2198 CC,158 bhp,7,24
718,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,5.5
719,Honda City i VTEC CVT SV,Kochi,2017,39430,,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,8.29
720,Maruti Alto K10 2010-2014 VXI,Hyderabad,2012,46004,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,2.4
721,Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,30000,,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,5.5
722,Maruti Alto K10 LXI CNG Optional,Kochi,2018,,CNG,Manual,First,32.26 km/kg,998 CC,58.2 bhp,4,4
723,Honda Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,5.77
724,Mercedes-Benz R-Class R350 4Matic Long,Mumbai,2011,82000,Petrol,Automatic,Second,11.8 kmpl,3498 CC,272 bhp,7,16.85
725,Hyundai Santro Xing GLS,Chennai,2009,136642,Petrol,Manual,,17.92 kmpl,1086 CC,62.1 bhp,5,1.55
726,Mercedes-Benz M-Class ML 250 CDI,Mumbai,2016,52000,Diesel,Automatic,First,15.26 kmpl,2143 CC,203.2 bhp,5,35
727,Ford Figo Diesel EXI,Chennai,2011,75000,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,2.25
728,Hyundai Verna 1.6 SX,Kolkata,2011,,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,3.9
729,Fiat Petra 1.2 EL,Pune,2005,120000,Petrol,Manual,Second,15.5 kmpl,1242 CC,null bhp,5,0.85
730,Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,Diesel,Automatic,First,11.18 kmpl,2696 CC,,7,13.85
731,Maruti Swift VXI BSIV,Pune,2014,42000,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5,3.6
732,Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,16.5
733,Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,,Manual,First,17.0 kmpl,1198 CC,108.5 bhp,5,9.62
734,Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,5,4.55
735,Ford Figo Diesel Titanium,Hyderabad,2014,74624,Diesel,Manual,First,20.0 kmpl,1399 CC,,5,5.65
736,Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2019,21112,CNG,Manual,First,15.1 km/kg,1196 CC,73 bhp,5,5.38
737,Hyundai Xcent 1.2 Kappa AT S Option,Ahmedabad,2014,69000,Petrol,Automatic,First,16.9 kmpl,0CC,81.86 bhp,5,5.25
738,Maruti Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,5.25
739,Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,Diesel,Automatic,First,22.0 kmpl,1582 CC,126.2 bhp,5,5.9
740,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Pune,2014,64889,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5,11.5
741,Maruti Alto K10 LXI Optional,Pune,,7000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,3
742,Ford Endeavour 2.2 Trend AT 4X2,Kochi,2019,11209,Diesel,Automatic,First,12.62 kmpl,2198 CC,158 bhp,7,31.15
743,Tata Sumo Delux,Hyderabad,,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7,1.5
744,Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5,5.45
745,Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.3 bhp,5,6.75
746,Honda Amaze S i-Dtech,Delhi,2013,90000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3.8
747,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,4.99
748,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,4.35
749,Mahindra Bolero ZLX,Jaipur,2012,105000,Diesel,Manual,Second,15.96 kmpl,2523 CC,62.1 bhp,7,6
750,Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,13.28
751,Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,Petrol,Manual,First,15.6 kmpl,0CC,104.68 bhp,5,3.51
752,Fiat Linea Classic Plus 1.3 Multijet,Jaipur,2013,,Diesel,Manual,Second,19.5 kmpl,1248 CC,75 bhp,5,2.5
753,BMW 3 Series 320d Prestige,Mumbai,2015,56000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,22.75
754,Mahindra Quanto C2,Hyderabad,2013,80430,Diesel,Manual,,17.21 kmpl,1493 CC,100 bhp,7,3.3
755,Porsche Cayenne 2009-2014 Turbo,Mumbai,2008,73000,Petrol,Automatic,,8.5 kmpl,4806 CC,500 bhp,5,14.5
756,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,4.28
757,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,50000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,2.35
758,Land Rover Range Rover HSE Dynamic,Coimbatore,2017,,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,45.64
759,Maruti Swift VDI BSIV,Bangalore,2007,60000,Diesel,Manual,Second,17.8 kmpl,1248 CC,null bhp,5,3.4
760,Maruti Ertiga ZDI,Kolkata,2013,70000,Diesel,Manual,First,20.77 kmpl,0CC,88.8 bhp,7,5.45
761,Tata Indigo LS,Chennai,2008,,Diesel,Manual,Second,17.0 kmpl,1405 CC,70 bhp,5,1.6
762,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,8.85
763,Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,93321,Diesel,Manual,First,22.7 kmpl,0CC,89.84 bhp,5,6.25
764,Mahindra XUV500 W10 2WD,Kolkata,2016,54000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,13
765,Ford Ecosport Signature Edition Diesel,Ahmedabad,,13000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,10.9
766,Hyundai Accent CRDi,Mumbai,2005,150000,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5,0.85
767,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7,43
768,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,2012,131000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,,9.6
769,Maruti Ciaz ZDi Plus,Jaipur,2015,,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,7.4
770,Hyundai Santro GLS II - Euro II,Bangalore,2011,65000,Petrol,Manual,Second,0.0 kmpl,0CC,,,3.15
771,Honda City 1.5 S MT,Delhi,2009,65055,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2.75
772,Tata Nano Lx BSIV,Kochi,,4187,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,4,1.38
773,Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,15.4 kmpl,1590 CC,94 bhp,5,0.85
774,Maruti Wagon R CNG LXI,Pune,2013,79494,,Manual,First,33.54 km/kg,998 CC,67.04 bhp,5,2.96
775,Maruti Swift VDI,Kolkata,2014,47000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,3.9
776,Hyundai EON D Lite Plus,Bangalore,2013,45010,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5,2.95
777,Tata Indica Vista Quadrajet VX,Hyderabad,2012,110000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5,2.8
778,Mahindra Xylo E4,Pune,2009,70000,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,7,2.85
779,Maruti Baleno LXI,Hyderabad,2005,92450,Petrol,Manual,First,15.4 kmpl,1590 CC,94 bhp,5,1.2
780,BMW X6 xDrive 40d,Hyderabad,2013,58000,Diesel,Automatic,First,11.2 kmpl,2993 CC,306 bhp,4,48
781,Hyundai i10 Sportz AT,Kochi,2014,61517,Petrol,Automatic,First,16.95 kmpl,0CC,78.9 bhp,5,4.39
782,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,35070,Diesel,Manual,,24.0 kmpl,1120 CC,70 bhp,5,5.99
783,Hyundai Santro Xing GL Plus,Delhi,2013,60000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,2.3
784,Maruti Ritz LXi,Coimbatore,2013,57717,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,4.31
785,Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,18.25
786,Maruti Wagon R LXI BSII,Ahmedabad,2007,55100,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,1.45
787,BMW 3 Series 320d,Hyderabad,2012,88000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5,15
788,Maruti Wagon R Duo Lxi,Jaipur,2010,70000,LPG,Manual,First,26.2 km/kg,998 CC,,5,2.27
789,Maruti Alto 800 VXI,Kolkata,2016,24300,Petrol,Manual,First,22.74 kmpl,796 CC,,5,2.44
790,Maruti Swift Dzire VXi,Pune,2008,56230,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,2.4
791,Skoda Superb Elegance 2.0 TDI CR AT,Pune,2012,,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5,8.5
792,Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,26.59 kmpl,1248 CC,,5,4.5
793,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11.0 kmpl,2993 CC,235 bhp,5,17.75
794,Mahindra XUV500 W10 2WD,Coimbatore,2016,56532,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,15.54
795,Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,36931,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5,9.48
796,Hyundai Elantra CRDi S,Ahmedabad,2015,65000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.2 bhp,5,7.75
797,Maruti Ritz LDi,Delhi,2014,32805,Diesel,Manual,First,23.2 kmpl,1248 CC,,5,3.6
798,Hyundai Santro GLS II - Euro II,Bangalore,2012,,Petrol,Manual,First,0.0 kmpl,0CC,,,3.25
799,Tata Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,5,0.85
800,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5,5.25
801,Maruti Swift VXI BSIII,Ahmedabad,2008,65000,,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,2.71
802,Jeep Compass 1.4 Limited Option,Mumbai,2017,,Petrol,Automatic,First,16.0 kmpl,1368 CC,160 bhp,5,17.75
803,BMW 3 Series 320d Prestige,Pune,2013,71000,Diesel,Automatic,First,18.88 kmpl,0CC,184 bhp,5,15
804,BMW 5 Series 2003-2012 520d,Pune,2011,95995,Diesel,Automatic,First,18.48 kmpl,1995 CC,,5,15.5
805,Audi Q3 2.0 TDI,Bangalore,2014,,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,21.75
806,Toyota Fortuner 4x2 Manual,Delhi,,65000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,16.1
807,Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,9.18
808,Maruti Wagon R LXI,Mumbai,2010,37822,Petrol,Manual,First,22.5 kmpl,998 CC,,5,2.35
809,Ford EcoSport 1.0 Ecoboost Titanium Plus,Bangalore,2014,84056,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,6.75
810,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,Petrol,Manual,First,17.1 kmpl,0CC,121.3 bhp,5,7.78
811,Hyundai i20 Asta 1.4 CRDi,Hyderabad,2015,86157,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,6.5
812,Hyundai Grand i10 CRDi Magna,Jaipur,2015,,Diesel,Manual,Second,24.0 kmpl,1120 CC,70 bhp,5,4
813,BMW 3 Series 320d Sport,Chennai,,58000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5,15.3
814,Jaguar XJ 3.0L Portfolio LWB,Kochi,2016,17652,Diesel,Automatic,First,12.9 kmpl,2993 CC,270.88 bhp,5,58.73
815,Honda Amaze SX i-DTEC,Kolkata,2015,30000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3.5
816,Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,6.17
817,Maruti Swift 1.3 VXi,Delhi,2006,63000,Petrol,Manual,First,16.1 kmpl,0CC,,,1.6
818,Maruti Celerio VXI AT,Pune,2016,38009,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,4.25
819,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,4.2
820,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2017,38000,Diesel,Automatic,First,10.91 kmpl,0CC,197 bhp,7,30.48
821,Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59751,Diesel,Manual,,12.99 kmpl,2494 CC,100.6 bhp,7,11.62
822,Tata Zest Revotron 1.2T XE,Pune,2017,70000,Petrol,Manual,First,17.57 kmpl,1193 CC,,5,4.5
823,Mercedes-Benz A Class A180 Sport,Pune,2015,11000,Petrol,Automatic,First,15.5 kmpl,1595 CC,120.7 bhp,5,16
824,BMW 3 Series 320i Sedan,Kolkata,2011,,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,9.75
825,BMW 6 Series Gran Coupe,Mumbai,,30000,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4,45
826,Nissan Teana XV,Mumbai,2015,74000,,Automatic,Second,11.07 kmpl,2496 CC,179.5 bhp,5,8.25
827,Audi A6 2011-2015 35 TDI Technology,Hyderabad,2015,50000,,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,36
828,Volvo XC60 D5,Ahmedabad,2011,173000,,Automatic,First,13.5 kmpl,2400 CC,215 bhp,5,12
829,Tata New Safari EX 4x2,Jaipur,2011,,Petrol,Manual,First,12.0 kmpl,2092 CC,127 bhp,7,5.5
830,Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13412,Petrol,Automatic,First,14.3 kmpl,1598 CC,,5,9.19
831,Maruti Swift Dzire VXI,Coimbatore,2014,58310,Petrol,Manual,Second,19.1 kmpl,1197 CC,85.8 bhp,,5.39
832,Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,Diesel,Manual,,20.5 kmpl,1248 CC,91.72 bhp,5,5.65
833,Toyota Innova 2.5 G3,Kolkata,2005,65175,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,3.25
834,Renault Duster 110PS Diesel RxL,Bangalore,2014,70000,Diesel,Manual,First,19.01 kmpl,1461 CC,,5,8.25
835,Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,Diesel,Manual,First,12.05 kmpl,0CC,120 bhp,8,7.65
836,Mahindra Scorpio VLX 4WD AIRBAG BSIV,Jaipur,2010,105000,,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,5.21
837,Tata Nano XTA,Bangalore,2016,29000,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4,2.8
838,Hyundai Grand i10 AT Asta,Coimbatore,2015,33931,Petrol,Automatic,,18.9 kmpl,1197 CC,82 bhp,5,5.91
839,Maruti Swift Vdi BSIII,Jaipur,2010,152000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,2.9
840,Volkswagen Vento 1.5 TDI Highline,Hyderabad,,85000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,6
841,Audi A4 3.0 TDI Quattro Premium,Kolkata,2010,30000,Diesel,Automatic,First,14.94 kmpl,2967 CC,241.4 bhp,5,9.8
842,Maruti Swift Ldi BSIV,Pune,2009,140000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5,2.49
843,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,62000,,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,6.25
844,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2012,,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,12
845,Hyundai Santa Fe 4WD AT,Chennai,2014,110000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7,14.4
846,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,6.1
847,Maruti Swift Dzire ZXi,Delhi,2015,,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,5.5
848,Toyota Etios VXD,Pune,2015,,Diesel,Manual,Second,23.59 kmpl,1364 CC,67.04 bhp,5,5
849,Mahindra XUV500 W8 2WD,Delhi,2012,88000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,5.99
850,Maruti Estilo LXI,Chennai,,51000,Petrol,Manual,Second,19.5 kmpl,1061 CC,null bhp,,1.75
851,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2016,20000,Diesel,Automatic,First,19.27 kmpl,2143 CC,,5,33
852,Maruti Ciaz ZXi Option,Kochi,2016,25418,,Manual,First,20.73 kmpl,1373 CC,91.2 bhp,5,7.09
853,Porsche Cayman 2009-2012 S tiptronic,Mumbai,2011,8000,Petrol,Automatic,First,9.0 kmpl,0CC,null bhp,2,43
854,Tata Sumo DX,Mumbai,2013,,Diesel,Manual,First,14.07 kmpl,1978 CC,83.1 bhp,10,5.25
855,Toyota Corolla Altis G,Delhi,2013,64000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5,5.2
856,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2014,135670,Diesel,Manual,First,22.7 kmpl,0CC,89.84 bhp,5,6.55
857,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,6.8
858,Honda City i VTEC CVT VX,Delhi,2015,50000,,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,8.25
859,Chevrolet Cruze LTZ AT,Pune,,73204,Diesel,Automatic,Third,18.1 kmpl,1991 CC,147.9 bhp,4,3.5
860,Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,12.26
861,Maruti Dzire LDI,Pune,2012,150000,,Manual,Third,28.4 kmpl,1248 CC,73.75 bhp,5,2.25
862,Force One LX 4x4,Kolkata,2014,,Diesel,Manual,First,17.0 kmpl,2200 CC,139.01 bhp,7,8
863,Maruti Ritz VDi,Hyderabad,2010,79894,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,3.4
864,Maruti SX4 ZXI AT Leather,Mumbai,2009,77652,Petrol,Automatic,First,12.6 kmpl,1586 CC,103.2 bhp,5,2.85
865,Datsun GO T Option,Hyderabad,2016,19000,Petrol,Manual,First,20.63 kmpl,1198 CC,67 bhp,5,2.99
866,Maruti Wagon R VXI,Hyderabad,2013,67263,Petrol,Manual,First,18.9 kmpl,998 CC,,5,3.6
867,Hyundai i10 Era,Jaipur,2009,57000,Petrol,Manual,First,19.81 kmpl,0CC,68.05 bhp,5,2.25
868,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,Diesel,Manual,First,13.68 kmpl,0CC,147.8 bhp,7,16.5
869,Toyota Innova Crysta 2.7 GX MT,Bangalore,2012,70704,Petrol,Manual,,11.25 kmpl,2694 CC,163.7 bhp,7,10.95
870,Maruti Ciaz VXi Plus,Kochi,2016,51950,,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,6.75
871,Maruti Baleno Vxi - BSIII,Pune,2006,146000,Petrol,Manual,Second,15.4 kmpl,1590 CC,94 bhp,5,1.05
872,BMW 5 Series 2013-2017 520d Luxury Line,Chennai,2016,30000,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5,31.5
873,Hyundai i20 Magna,Jaipur,2012,100000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,3.25
874,Hyundai i20 1.2 Asta,Chennai,2011,47000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,4.5
875,Honda Jazz Mode,Mumbai,2010,55000,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,5,2.35
876,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,2007,43627,Petrol,Automatic,,11.74 kmpl,1796 CC,186 bhp,5,29
